target,type,feature,rho,auc,perm_p,loo_r2cv,loo_rmse,loo_mae,rho_partial_uamag,auc_partial_uamag,q_fdr
snap_inatt,cont,uaX_mean,0.0078793671799319,,0.97035,-0.1320390769576989,4.985543160255146,3.899893345796714,,,0.997380428336079
snap_inatt,cont,uaX_std,-0.4731997734170226,,0.0197899999999999,0.0881552762228681,4.474476338111979,3.226350159094236,,,0.8356726153846151
snap_inatt,cont,uaX_var,-0.4731997734170226,,0.0197899999999999,0.0850401990822226,4.482112756198982,3.2622924962985884,,,0.8356726153846151
snap_inatt,cont,uaX_rms,-0.4429955325606169,,0.0310899999999999,0.0850737980171325,4.482030459907303,3.2305853813670304,,,0.8356726153846151
snap_inatt,cont,uaX_min,0.2057390319204446,,0.32957,0.0033036866033682,4.678032093990411,3.6510249476546854,,,0.9725000896860984
