target,track,fold,k_star,features
sdq_peer,reg,11,19,uaX_zcr;gyX_zcr;yaw_std;jerk_spread;stl_bout_median_w0.5_p50;stl_bout_cv_w1_p30;stl_bout_cv_w1_p40;act_bout_median_w1_p90;act_bout_median_w2_p20;stl_bout_cv_w2_p20;frac_act_short_w2_p20;switch_per_min_w5_p10;stl_bout_cv_w5_p10;stl_bout_cv_w5_p20;stl_bout_cv_w5_p30;stl_bout_cv_w5_p40;switch_per_min_w10_p10;stl_bout_cv_w10_p10;actbout_med_p60
sdq_peer,reg,12,10,uaX_median;uaX_zcr;gyY_mean;gyY_median;gyZ_mean;roll_domfreq;yaw_std;jerk_spread;stl_bout_cv_w10_p10;act_bout_median_w10_p50
sdq_peer,reg,13,18,uaX_mean;uaX_median;uaX_zcr;uaX_centroid;gyY_mean;gyY_median;gyZ_mean;gyZ_median;pitch_min;pitch_bp_lf;yaw_std;jerk_spread;jerk_bp_lf;act_bout_median_w1_p90;act_bout_median_w2_p70;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;actbout_med_p60
sdq_peer,reg,14,20,uaX_median;uaX_zcr;uaX_centroid;gyY_mean;gyY_median;gyZ_mean;roll_domfreq;yaw_std;jerk_spread;act_bout_median_w1_p90;act_bout_median_w2_p70;act_bout_median_w2_p90;frac_act_short_w5_p10;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;act_bout_median_w10_p50;frac_act_short_w10_p60;switch_per_min_w10_p80;stl_bout_median_w10_p80;actbout_med_p60
sdq_peer,reg,15,10,uaX_zcr;gyY_mean;gyY_median;gyZ_mean;yaw_std;jerk_spread;jerk_bp_lf;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;act_bout_median_w10_p50
sdq_peer,reg,16,18,uaX_median;uaX_zcr;uaX_centroid;gyY_mean;gyY_median;gyZ_mean;yaw_std;jerk_domfreq;jerk_spread;jerk_bp_lf;act_bout_median_w1_p90;act_bout_median_w2_p20;frac_act_short_w2_p20;act_bout_median_w2_p70;frac_act_short_w5_p10;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;act_bout_median_w10_p50
sdq_peer,reg,17,8,uaX_zcr;gyY_mean;gyZ_mean;yaw_std;yaw_kurt;jerk_spread;stl_bout_cv_w10_p10;act_bout_median_w10_p50
sdq_peer,reg,18,10,uaX_median;uaX_zcr;gyY_mean;gyY_median;gyZ_mean;yaw_std;jerk_spread;act_bout_median_w1_p90;stl_bout_cv_w10_p10;act_bout_median_w10_p50
sdq_peer,reg,19,13,uaX_zcr;gyY_mean;gyY_median;gyZ_mean;yaw_std;jerk_spread;act_bout_median_w5_p20;stl_bout_cv_w5_p40;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;stl_bout_median_w10_p80;switch_per_min_w10_p90;actbout_med_p60
sdq_peer,reg,20,20,uaX_median;uaX_zcr;uaX_centroid;gyY_mean;gyY_median;gyZ_mean;roll_domfreq;yaw_std;jerk_spread;jerk_bp_lf;act_bout_median_w1_p90;act_bout_median_w2_p70;frac_act_short_w5_p10;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;act_bout_median_w10_p50;frac_act_short_w10_p60;switch_per_min_w10_p80;stl_bout_median_w10_p80;actbout_med_p60
sdq_peer,reg,21,2,gyY_mean;yaw_std
sdq_peer,reg,22,14,uaX_median;uaX_zcr;uaX_centroid;gyY_mean;gyY_median;gyZ_mean;roll_domfreq;yaw_std;jerk_spread;act_bout_median_w1_p90;act_bout_median_w2_p70;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;act_bout_median_w10_p50
sdq_peer,reg,23,17,uaX_median;uaX_zcr;uaX_centroid;gyY_mean;gyY_median;gyZ_mean;roll_domfreq;yaw_std;jerk_spread;act_bout_median_w1_p90;act_bout_median_w2_p70;frac_act_short_w5_p10;stl_bout_median_w5_p90;stl_bout_cv_w10_p10;act_bout_median_w10_p50;frac_act_short_w10_p60;switch_per_min_w10_p80
sdq_pro,reg,0,1,gyMag_permen_m3
sdq_pro,reg,1,19,uaZ_mean;uaZ_skew;uaMag_bp_mf;gyY_min;gyY_kurt;pitch_min;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;stl_bout_median_w2_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,2,19,uaZ_skew;uaZ_domfreq;uaMag_bp_mf;gyY_min;pitch_bp_lf;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;actbout_med_p40
sdq_pro,reg,3,20,uaZ_mean;uaZ_skew;uaMag_spread;uaMag_bp_mf;gyY_min;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;stl_bout_median_w5_p10;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,4,18,uaZ_mean;uaMag_bp_mf;gyY_min;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;switch_per_min_w1_p20;stl_bout_median_w2_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p50;stl_bout_median_w10_p60;stl_bout_cv_w10_p80;actbout_med_p40
sdq_pro,reg,5,19,uaZ_skew;uaMag_bp_mf;gyY_min;gyZ_zcr;gyZ_bp_mf;gyZ_bp_hf;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,6,18,uaZ_skew;uaMag_bp_mf;gyY_min;gyY_range;gyY_kurt;gyY_zcr;gyZ_skew;yaw_domfreq;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;stl_bout_median_w1_p20;stl_bout_median_w2_p30;stl_bout_median_w5_p10;act_bout_cv_w10_p10;act_bout_median_w10_p20;frac_act_short_w10_p20;stl_bout_median_w10_p40
sdq_pro,reg,7,18,uaZ_domfreq;uaMag_bp_mf;gyY_min;roll_max;roll_range;yaw_mean;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;act_bout_median_w10_p10;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;stl_bout_cv_w10_p80;actbout_cv_p90
sdq_pro,reg,8,20,uaZ_skew;uaMag_bp_mf;gyY_min;pitch_min;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;actbout_med_p40
sdq_pro,reg,9,2,gyY_min;yaw_std
sdq_pro,reg,10,20,uaZ_skew;uaZ_domfreq;uaMag_bp_mf;gyY_min;gyZ_median;gyZ_kurt;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;switch_per_min_w1_p20;switch_per_min_w2_p10;stl_bout_median_w2_p10;stl_bout_median_w2_p20;switch_per_min_w5_p20;stl_bout_median_w10_p10;actbout_med_p40
sdq_pro,reg,11,20,uaZ_mean;uaZ_skew;uaMag_bp_mf;gyY_min;gyZ_mean;gyZ_median;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;stl_bout_median_w2_p10;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,12,20,uaZ_skew;uaZ_domfreq;uaMag_bp_mf;gyY_min;gyZ_iqr;gyZ_kurt;gyZ_bp_hf;pitch_min;roll_max;yaw_std;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;stl_bout_median_w0.5_p20;switch_per_min_w1_p20;stl_bout_median_w1_p20;stl_bout_median_w2_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,13,19,uaMag_bp_mf;gyY_min;gyY_kurt;pitch_min;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;actbout_med_p40
sdq_pro,reg,14,1,gyMag_permen_m3
sdq_pro,reg,15,18,uaZ_skew;uaMag_bp_mf;gyY_min;gyY_zcr;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,16,20,uaZ_mean;uaZ_skew;uaZ_domfreq;uaMag_bp_mf;gyY_min;gyMag_bp_mf;pitch_min;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;jerk_peak_ipi_med_s;stl_bout_median_w2_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,17,20,uaZ_skew;uaZ_domfreq;uaMag_bp_mf;gyY_min;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;stl_bout_median_w5_p10;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60
sdq_pro,reg,18,17,uaMag_bp_mf;gyY_min;roll_max;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;stl_bout_median_w5_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;act_bout_cv_w10_p80;actbout_med_p40
sdq_pro,reg,19,1,yaw_std
sdq_pro,reg,20,20,uaZ_skew;uaMag_bp_mf;gyY_min;gyZ_kurt;gyZ_bp_hf;pitch_min;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w10_p10;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;stl_bout_median_w10_p80;stl_bout_cv_w10_p80;actbout_med_p40
sdq_pro,reg,21,20,uaZ_skew;uaMag_bp_mf;gyY_min;pitch_min;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;stl_bout_median_w2_p10;act_bout_median_w10_p10;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;actbout_med_p40;actbout_cv_p90
sdq_pro,reg,22,20,uaMag_bp_mf;gyY_min;roll_min;roll_max;roll_range;yaw_std;yaw_kurt;jerk_zcr;gyMag_permen_m3;gyMag_peak_ipi_med_s;jerk_dfa_alpha;switch_per_min_w2_p10;stl_bout_median_w2_p10;stl_bout_median_w2_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_median_w10_p40;stl_bout_median_w10_p50;stl_bout_median_w10_p60;actbout_med_p40
sdq_pro,reg,23,14,uaMag_bp_mf;gyY_min;gyY_zcr;gyY_bp_hf;gyZ_zcr;gyZ_bp_mf;gyZ_bp_hf;roll_max;roll_range;yaw_std;jerk_zcr;gyMag_permen_m3;jerk_dfa_alpha;act_bout_median_w10_p10
sdq_totdiff,reg,0,1,frac_act_short_w10_p20
sdq_totdiff,reg,1,20,gyX_min;gyY_madiff;roll_iqr;roll_mad;roll_skew;roll_kurt;jerk_min;act_bout_median_w0.5_p30;act_bout_cv_w1_p20;act_bout_cv_w2_p20;act_bout_median_w2_p30;act_bout_cv_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40;stl_bout_cv_w10_p50
sdq_totdiff,reg,2,1,stl_bout_cv_w10_p40
sdq_totdiff,reg,3,20,uaY_max;gyY_madiff;gyMag_madiff;pitch_bp_mf;pitch_bp_hf;roll_iqr;roll_mad;roll_kurt;jerk_min;act_bout_cv_w1_p20;act_bout_median_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;frac_act_short_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40
sdq_totdiff,reg,4,19,gyY_madiff;roll_iqr;roll_mad;roll_skew;roll_kurt;jerk_min;act_bout_cv_w1_p20;act_bout_cv_w2_p20;act_bout_median_w2_p30;act_bout_cv_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;frac_act_short_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40;stl_bout_cv_w10_p50
sdq_totdiff,reg,5,7,roll_mad;roll_kurt;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40
sdq_totdiff,reg,6,20,gyX_min;gyY_madiff;roll_iqr;roll_mad;roll_skew;roll_kurt;jerk_min;act_bout_cv_w1_p20;act_bout_cv_w2_p20;act_bout_median_w2_p30;act_bout_cv_w2_p30;act_bout_median_w2_p50;stl_bout_median_w2_p60;act_bout_median_w2_p90;act_bout_median_w5_p20;frac_act_short_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40
sdq_totdiff,reg,7,18,uaY_max;gyY_madiff;pitch_domfreq;roll_iqr;roll_mad;roll_kurt;jerk_min;act_bout_cv_w1_p20;act_bout_cv_w2_p20;act_bout_median_w2_p30;act_bout_cv_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40
sdq_totdiff,reg,8,19,uaY_max;gyY_madiff;roll_std;roll_iqr;roll_mad;roll_kurt;jerk_min;act_bout_cv_w1_p20;act_bout_cv_w2_p20;act_bout_median_w2_p30;act_bout_cv_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;frac_act_short_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40
sdq_totdiff,reg,9,1,act_bout_median_w5_p20
sdq_totdiff,reg,10,3,act_bout_median_w5_p20;frac_act_short_w10_p20;stl_bout_cv_w10_p40
sdq_totdiff,reg,11,17,gyY_madiff;roll_iqr;roll_mad;roll_skew;roll_kurt;jerk_min;act_bout_cv_w1_p20;act_bout_cv_w2_p20;act_bout_median_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40;stl_bout_cv_w10_p50
sdq_totdiff,reg,12,1,roll_kurt
sdq_totdiff,reg,13,9,roll_iqr;roll_mad;roll_skew;roll_kurt;jerk_min;jerk_max;act_bout_median_w2_p30;act_bout_median_w2_p90;frac_act_short_w10_p20
sdq_totdiff,reg,14,1,frac_act_short_w10_p20
sdq_totdiff,reg,15,20,gyX_min;gyX_range;gyX_iqr;gyY_madiff;gyZ_madiff;gyMag_mean;gyMag_zcr;gyMag_madiff;roll_kurt;gyMag_acf_tau_1e_s;jerk_acf_dom_peak;act_bout_cv_w0.5_p10;act_bout_cv_w1_p20;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_cv_w2_p90;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;stl_bout_cv_w10_p40
sdq_totdiff,reg,16,1,roll_kurt
sdq_totdiff,reg,17,9,roll_iqr;roll_mad;roll_kurt;act_bout_median_w2_p30;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40
sdq_totdiff,reg,18,1,frac_act_short_w10_p20
sdq_totdiff,reg,19,2,act_bout_median_w2_p90;stl_bout_median_w10_p10
sdq_totdiff,reg,20,15,roll_iqr;roll_mad;roll_kurt;jerk_min;act_bout_cv_w1_p20;act_bout_median_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40;stl_bout_cv_w10_p50;stl_bout_median_w10_p80
sdq_totdiff,reg,21,20,gyY_madiff;roll_iqr;roll_mad;roll_skew;roll_kurt;jerk_min;act_bout_median_w0.5_p30;act_bout_cv_w1_p20;act_bout_cv_w2_p20;act_bout_median_w2_p30;act_bout_median_w2_p50;stl_bout_median_w2_p80;act_bout_median_w2_p90;act_bout_median_w5_p20;frac_act_short_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40;stl_bout_cv_w10_p50
sdq_totdiff,reg,22,19,uaY_max;gyX_std;gyY_madiff;gyMag_madiff;roll_iqr;roll_mad;roll_kurt;jerk_min;act_bout_median_w0.5_p30;act_bout_cv_w1_p20;act_bout_median_w2_p30;act_bout_median_w2_p50;act_bout_median_w2_p90;act_bout_median_w5_p20;stl_bout_median_w10_p10;frac_act_short_w10_p20;act_bout_median_w10_p30;stl_bout_cv_w10_p40;stl_bout_cv_w10_p50
sdq_totdiff,reg,23,1,frac_act_short_w10_p20
