variant,track,target,model,k,n,rmse,mae,rho,skill,nc_skill,skill_over_nc,perm_p,bmi_sel_frac,f1,acc,bacc,q_fdr
bmi_n23,reg,sdq_hyper,rf,5,23,2.1153941846780877,1.6074318495514148,0.30268054232305597,0.017440386471320735,-0.0480487605110711,0.06548914698239183,,0.0,,,,
bmi_n23,reg,sdq_hyper,rf,10,23,2.121463708164192,1.713368788819876,0.26727639322101815,0.014621210407585128,-0.0480487605110711,0.06266997091865623,,0.0,,,,
bmi_n23,reg,sdq_emo,ridge,5,23,1.5965223567693665,1.2723081753344676,0.38816495196118866,0.08428607519534759,-0.0623521683945476,0.1466382435898952,,0.0,,,,
bmi_n23,reg,sdq_emo,ridge,10,23,1.6306013184434234,1.3637327100378678,0.4548092621930573,0.06473947779538025,-0.0623521683945476,0.12709164618992785,,0.0,,,,
bmi_n23,reg,sdq_emo,svr,5,23,1.887951863262789,1.6222827820209105,0.026962965208313237,-0.08286852559269908,-0.0623521683945476,-0.02051635719815148,,0.0,,,,
bmi_n23,reg,sdq_emo,svr,10,23,1.654150618680619,1.4001442234365191,0.2645423001570355,0.05123235585927277,-0.0623521683945476,0.11358452425382037,,0.0,,,,
bmi_n23,reg,sdq_emo,rf,5,23,1.851756248385433,1.549246037477016,0.12006150545588537,-0.06210788392706568,-0.0623521683945476,0.00024428446748192556,,0.0,,,,
bmi_n23,reg,sdq_emo,rf,10,23,1.8328872858628147,1.5140989946044296,0.09208106986235273,-0.0512852533166539,-0.0623521683945476,0.011066915077893702,,0.0,,,,
bmi_n23,reg,sdq_cond,ridge,5,23,1.023403357915845,0.772873808357587,0.11233584966339881,-0.13776557447547289,-0.07340531921075999,-0.0643602552647129,,0.0,,,,
bmi_n23,reg,sdq_cond,ridge,10,23,1.076741528126762,0.8075370405309081,0.14960615492555446,-0.19706412318756805,-0.07340531921075999,-0.12365880397680806,,0.0,,,,
bmi_n23,reg,sdq_cond,svr,5,23,1.005787142000638,0.7804498354292306,0.0787400815397655,-0.11818079994271447,-0.07340531921075999,-0.044775480731954476,,0.0,,,,
bmi_n23,reg,sdq_cond,svr,10,23,1.0189604506613539,0.8044317588477178,-0.04619418116999577,-0.1328261858310562,-0.07340531921075999,-0.05942086662029622,,0.0,,,,
bmi_n23,reg,sdq_cond,rf,5,23,1.0630696722511803,0.8069773119392687,0.013648280800226021,-0.18186447894748503,-0.07340531921075999,-0.10845915973672504,,0.0,,,,
bmi_n23,reg,sdq_cond,rf,10,23,1.0187723588121276,0.7407619910282953,0.04146977627760983,-0.1326170752890261,-0.07340531921075999,-0.05921175607826612,,0.0,,,,
bmi_n23,reg,sdq_peer,ridge,5,23,0.9054687937706961,0.6602787449658426,0.21037324694307474,-0.05455447708494776,-0.08749238808492055,0.032937910999972786,,0.0,,,,
bmi_n23,reg,sdq_peer,ridge,10,23,0.8113357829822774,0.6365036518421318,0.3700411471870495,0.05507755954772697,-0.08749238808492055,0.14256994763264752,,0.0,,,,
bmi_n23,reg,sdq_peer,svr,5,23,0.9840718443542692,0.7005330048553422,0.040995812224804314,-0.1460995413386288,-0.08749238808492055,-0.058607153253708244,,0.0,,,,
bmi_n23,reg,sdq_peer,svr,10,23,0.8526926732294439,0.6333674214167548,0.2351865017107195,0.006911246066243271,-0.08749238808492055,0.09440363415116382,,0.0,,,,
bmi_n23,reg,sdq_peer,rf,5,23,0.967711763032176,0.6743584760649977,0.3436096366736888,-0.12704576817451874,-0.08749238808492055,-0.03955338008959819,,0.0,,,,
bmi_n23,reg,sdq_peer,rf,10,23,0.8073225422981943,0.584574016563147,0.5593770694358168,0.05975158140263259,-0.08749238808492055,0.14724396948755314,,0.0,,,,
bmi_n23,reg,sdq_pro,ridge,5,23,2.905512427918521,2.6019907217451586,-0.28097620621415265,-0.29425693546519716,-0.034523930780572254,-0.2597330046846249,,0.0,,,,
bmi_n23,reg,sdq_pro,ridge,10,23,2.4834745436679584,2.119466704601611,0.1453325204555962,-0.10626067928960081,-0.034523930780572254,-0.07173674850902856,,0.0,,,,
bmi_n23,reg,sdq_pro,svr,5,23,2.49660845077338,2.0695924499105556,-0.1269747283980472,-0.11211116204700056,-0.034523930780572254,-0.0775872312664283,,0.0,,,,
bmi_n23,reg,sdq_pro,svr,10,23,2.191407130073101,1.7828375915649513,0.24222086742599366,0.023840390675303302,-0.034523930780572254,0.058364321455875556,,0.0,,,,
bmi_n23,reg,sdq_pro,rf,5,23,2.6852004524631914,2.226446107033064,-0.35593719044914435,-0.19611923711662382,-0.034523930780572254,-0.16159530633605157,,0.0,,,,
bmi_n23,reg,sdq_pro,rf,10,23,2.341171705941592,1.8534437543133202,0.006119264019182997,-0.042872055343610604,-0.034523930780572254,-0.00834812456303835,,0.0,,,,
bmi_n23,reg,sdq_totdiff,ridge,5,23,3.999916525581897,3.311751520447197,-0.09245988111550547,-0.2540270871597954,-0.06552391809194202,-0.18850316906785336,,0.0,,,,
bmi_n23,reg,sdq_totdiff,ridge,10,23,3.842595516275409,3.1802730078103907,-0.01699262679960641,-0.20470485611124767,-0.06552391809194202,-0.13918093801930564,,0.0,,,,
bmi_n23,reg,sdq_totdiff,svr,5,23,3.329030575813433,2.731278634736967,-0.04298135014018092,-0.043695409480049685,-0.06552391809194202,0.02182850861189234,,0.0,,,,
bmi_n23,reg,sdq_totdiff,svr,10,23,3.380268976982346,2.715016336121127,-0.40232542863774,-0.05975933045380799,-0.06552391809194202,0.005764587638134033,,0.0,,,,
bmi_n23,reg,sdq_totdiff,rf,5,23,3.947647822484947,3.2891501035196677,-0.2483922211589525,-0.23764015281377104,-0.06552391809194202,-0.17211623472182902,,0.0,,,,
bmi_n23,reg,sdq_totdiff,rf,10,23,3.778234219310269,3.226365596963422,-0.25738831769992065,-0.18452673258221242,-0.06552391809194202,-0.11900281449027039,,0.0,,,,
bmi_n23,bin,snap_inatt__qbin,logit,5,23,,,,,,,,0.0,0.45238095238095233,0.4782608695652174,0.46969696969696967,
bmi_n23,bin,snap_inatt__qbin,logit,10,23,,,,,,,,0.0,0.46923076923076923,0.4782608695652174,0.4734848484848485,
bmi_n23,bin,snap_inatt__qbin,svm,5,23,,,,,,,,0.0,0.6057142857142856,0.6086956521739131,0.606060606060606,
bmi_n23,bin,snap_inatt__qbin,svm,10,23,,,,,,,,0.0,0.5576923076923077,0.5652173913043478,0.5606060606060606,
bmi_n23,bin,snap_inatt__qbin,rf,5,23,,,,,,,,0.0,0.45238095238095233,0.4782608695652174,0.46969696969696967,
bmi_n23,bin,snap_inatt__qbin,rf,10,23,,,,,,,,0.0,0.5576923076923077,0.5652173913043478,0.5606060606060606,
bmi_n23,bin,snap_hyper__qbin,logit,5,23,,,,,,,,0.0,0.6086956521739131,0.6086956521739131,0.6098484848484849,
bmi_n23,bin,snap_hyper__qbin,logit,10,23,,,,,,,,0.0,0.6086956521739131,0.6086956521739131,0.6098484848484849,
bmi_n23,bin,snap_hyper__qbin,svm,5,23,,,,,,,,0.0,0.6956521739130435,0.6956521739130435,0.696969696969697,
bmi_n23,bin,snap_hyper__qbin,svm,10,23,,,,,,,,0.0,0.6086956521739131,0.6086956521739131,0.6098484848484849,
bmi_n23,bin,snap_hyper__qbin,rf,5,23,,,,,,,,0.0,0.5180952380952382,0.5217391304347826,0.5189393939393939,
bmi_n23,bin,snap_hyper__qbin,rf,10,23,,,,,,,,0.0,0.34285714285714286,0.34782608695652173,0.3522727272727273,
bmi_n23,bin,snap_odd__qbin,logit,5,23,,,,,,,,0.0,0.5208333333333333,0.5652173913043478,0.5238095238095238,
bmi_n23,bin,snap_odd__qbin,logit,10,23,,,,,,,,0.0,0.5801217038539555,0.6086956521739131,0.5793650793650793,
bmi_n23,bin,snap_odd__qbin,svm,5,23,,,,,,,,0.0,0.5208333333333333,0.5652173913043478,0.5238095238095238,
bmi_n23,bin,snap_odd__qbin,svm,10,23,,,,,,,,0.0,0.5964912280701754,0.6086956521739131,0.5992063492063493,
bmi_n23,bin,snap_odd__qbin,rf,5,23,,,,,,,,0.0,0.425,0.4782608695652174,0.43253968253968256,
bmi_n23,bin,snap_odd__qbin,rf,10,23,,,,,,,,0.0,0.4559139784946237,0.5217391304347826,0.46825396825396826,
bmi_n23,bin,snap_adhd_total__qbin,logit,5,23,,,,,,,,0.0,0.5180952380952382,0.5217391304347826,0.5189393939393939,
bmi_n23,bin,snap_adhd_total__qbin,logit,10,23,,,,,,,,0.0,0.50682261208577,0.5217391304347826,0.5151515151515151,
bmi_n23,bin,snap_adhd_total__qbin,svm,5,23,,,,,,,,0.0,0.5576923076923077,0.5652173913043478,0.5606060606060606,
bmi_n23,bin,snap_adhd_total__qbin,svm,10,23,,,,,,,,0.0,0.5964912280701754,0.6086956521739131,0.6022727272727273,
bmi_n23,bin,snap_adhd_total__qbin,rf,5,23,,,,,,,,0.0,0.6933333333333334,0.6956521739130435,0.6931818181818181,
bmi_n23,bin,snap_adhd_total__qbin,rf,10,23,,,,,,,,0.0,0.6057142857142856,0.6086956521739131,0.606060606060606,
bmi_n23,bin,sdq_hyper__qbin,logit,5,23,,,,,,,,0.0,0.5180952380952382,0.5217391304347826,0.5192307692307692,
bmi_n23,bin,sdq_hyper__qbin,logit,10,23,,,,,,,,0.0,0.6461538461538461,0.6521739130434783,0.6461538461538461,
bmi_n23,bin,sdq_hyper__qbin,svm,5,23,,,,,,,,0.0,0.4772727272727273,0.4782608695652174,0.4807692307692308,
bmi_n23,bin,sdq_hyper__qbin,svm,10,23,,,,,,,,0.0,0.5436507936507937,0.5652173913043478,0.5461538461538462,
bmi_n23,bin,sdq_hyper__qbin,rf,5,23,,,,,,,,0.0,0.6349206349206349,0.6521739130434783,0.6346153846153846,
bmi_n23,bin,sdq_hyper__qbin,rf,10,23,,,,,,,,0.0,0.6349206349206349,0.6521739130434783,0.6346153846153846,
bmi_n23,bin,sdq_emo__qbin,logit,5,23,,,,,,,,0.0,0.5576923076923077,0.5652173913043478,0.5606060606060606,
bmi_n23,bin,sdq_emo__qbin,logit,10,23,,,,,,,,0.0,0.6086956521739131,0.6086956521739131,0.6098484848484849,
bmi_n23,bin,sdq_emo__qbin,svm,5,23,,,,,,,,0.0,0.5576923076923077,0.5652173913043478,0.5606060606060606,
bmi_n23,bin,sdq_emo__qbin,svm,10,23,,,,,,,,0.0,0.6057142857142856,0.6086956521739131,0.6136363636363636,
bmi_n23,bin,sdq_emo__qbin,rf,5,23,,,,,,,,0.0,0.4772727272727273,0.4782608695652174,0.4772727272727273,
bmi_n23,bin,sdq_emo__qbin,rf,10,23,,,,,,,,0.0,0.4772727272727273,0.4782608695652174,0.4810606060606061,
bmi_n23,bin,sdq_cond__qbin,logit,5,23,,,,,,,,0.0,0.425,0.4782608695652174,0.425,
bmi_n23,bin,sdq_cond__qbin,logit,10,23,,,,,,,,0.0,0.5892857142857143,0.6521739130434783,0.5875,
bmi_n23,bin,sdq_cond__qbin,svm,5,23,,,,,,,,0.0,0.3935091277890467,0.43478260869565216,0.39166666666666666,
bmi_n23,bin,sdq_cond__qbin,svm,10,23,,,,,,,,0.0,0.5892857142857143,0.6521739130434783,0.5875,
bmi_n23,bin,sdq_cond__qbin,rf,5,23,,,,,,,,0.0,0.3611111111111111,0.391304347826087,0.35833333333333334,
bmi_n23,bin,sdq_cond__qbin,rf,10,23,,,,,,,,0.0,0.5548387096774194,0.6086956521739131,0.5541666666666667,
bmi_n23,bin,sdq_peer__qbin,logit,5,23,,,,,,,,0.0,0.5460526315789473,0.7391304347826086,0.553921568627451,
bmi_n23,bin,sdq_peer__qbin,logit,10,23,,,,,,,,0.0,0.5460526315789473,0.7391304347826086,0.553921568627451,
bmi_n23,bin,sdq_peer__qbin,svm,5,23,,,,,,,,0.0,0.4623376623376624,0.6086956521739131,0.4656862745098039,
bmi_n23,bin,sdq_peer__qbin,svm,10,23,,,,,,,,0.0,0.5460526315789473,0.7391304347826086,0.553921568627451,
bmi_n23,bin,sdq_peer__qbin,rf,5,23,,,,,,,,0.0,0.5165165165165165,0.6956521739130435,0.5245098039215687,
bmi_n23,bin,sdq_peer__qbin,rf,10,23,,,,,,,,0.0,0.39473684210526316,0.6521739130434783,0.4411764705882353,
bmi_n23,bin,sdq_pro__qbin,logit,5,23,,,,,,,,0.0,0.425,0.4782608695652174,0.425,
bmi_n23,bin,sdq_pro__qbin,logit,10,23,,,,,,,,0.0,0.425,0.4782608695652174,0.425,
bmi_n23,bin,sdq_pro__qbin,svm,5,23,,,,,,,,0.0,0.4559139784946237,0.5217391304347826,0.4583333333333333,
bmi_n23,bin,sdq_pro__qbin,svm,10,23,,,,,,,,0.0,0.486815415821501,0.5217391304347826,0.4875,
bmi_n23,bin,sdq_pro__qbin,rf,5,23,,,,,,,,0.0,0.4362745098039216,0.5652173913043478,0.4625,
bmi_n23,bin,sdq_pro__qbin,rf,10,23,,,,,,,,0.0,0.41025641025641024,0.5217391304347826,0.42916666666666664,
bmi_n23,bin,sdq_totdiff__qbin,logit,5,23,,,,,,,,0.0,0.7125,0.7391304347826086,0.7063492063492063,
bmi_n23,bin,sdq_totdiff__qbin,logit,10,23,,,,,,,,0.0,0.5436507936507937,0.5652173913043478,0.5436507936507937,
bmi_n23,bin,sdq_totdiff__qbin,svm,5,23,,,,,,,,0.0,0.7261904761904762,0.7391304347826086,0.7261904761904762,
bmi_n23,bin,sdq_totdiff__qbin,svm,10,23,,,,,,,,0.0,0.6349206349206349,0.6521739130434783,0.6349206349206349,
bmi_n23,bin,sdq_totdiff__qbin,rf,5,23,,,,,,,,0.0,0.8174603174603174,0.8260869565217391,0.8174603174603174,
bmi_n23,bin,sdq_totdiff__qbin,rf,10,23,,,,,,,,0.0,0.7261904761904762,0.7391304347826086,0.7261904761904762,
bmi_n23,multi,snap_inatt__qter,logit,5,23,,,,,,,,0.0,0.39444444444444443,0.391304347826087,0.38095238095238093,
bmi_n23,multi,snap_inatt__qter,logit,10,23,,,,,,,,0.0,0.3983034509350299,0.391304347826087,0.39285714285714285,
bmi_n23,multi,snap_inatt__qter,svm,5,23,,,,,,,,0.0,0.5020739064856712,0.5217391304347826,0.5178571428571429,
bmi_n23,multi,snap_inatt__qter,svm,10,23,,,,,,,,0.0,0.3968253968253968,0.391304347826087,0.39285714285714285,
bmi_n23,multi,snap_inatt__qter,rf,5,23,,,,,,,,0.0,0.4388888888888889,0.43478260869565216,0.42857142857142855,
bmi_n23,multi,snap_inatt__qter,rf,10,23,,,,,,,,0.0,0.37180205415499534,0.391304347826087,0.38095238095238093,
bmi_n23,multi,snap_inatt__qquar,logit,5,23,,,,,,,,0.0,0.46969696969696967,0.5652173913043478,0.5,
bmi_n23,multi,snap_inatt__qquar,logit,10,23,,,,,,,,0.0,0.4035714285714286,0.4782608695652174,0.41666666666666663,
bmi_n23,multi,snap_inatt__qquar,svm,5,23,,,,,,,,0.0,0.5411255411255411,0.5652173913043478,0.5416666666666666,
bmi_n23,multi,snap_inatt__qquar,svm,10,23,,,,,,,,0.0,0.3784450843274373,0.43478260869565216,0.38541666666666663,
bmi_n23,multi,snap_inatt__qquar,rf,5,23,,,,,,,,0.0,0.5205128205128204,0.6521739130434783,0.5729166666666666,
bmi_n23,multi,snap_inatt__qquar,rf,10,23,,,,,,,,0.0,0.48717948717948717,0.6086956521739131,0.5416666666666666,
bmi_n23,multi,snap_hyper__qter,logit,5,23,,,,,,,,0.0,0.48453996983408754,0.4782608695652174,0.4682539682539682,
bmi_n23,multi,snap_hyper__qter,logit,10,23,,,,,,,,0.0,0.34920634920634913,0.34782608695652173,0.3238095238095238,
bmi_n23,multi,snap_hyper__qter,svm,5,23,,,,,,,,0.0,0.4632735685367264,0.4782608695652174,0.446031746031746,
bmi_n23,multi,snap_hyper__qter,svm,10,23,,,,,,,,0.0,0.3766788766788767,0.391304347826087,0.36507936507936506,
bmi_n23,multi,snap_hyper__qter,rf,5,23,,,,,,,,0.0,0.4559475612107191,0.4782608695652174,0.45396825396825397,
bmi_n23,multi,snap_hyper__qter,rf,10,23,,,,,,,,0.0,0.27994227994227994,0.30434782608695654,0.2619047619047619,
bmi_n23,multi,snap_hyper__qquar,logit,5,23,,,,,,,,0.0,0.21557971014492752,0.391304347826087,0.2357142857142857,
bmi_n23,multi,snap_hyper__qquar,logit,10,23,,,,,,,,0.0,0.11363636363636363,0.21739130434782608,0.125,
bmi_n23,multi,snap_hyper__qquar,svm,5,23,,,,,,,,0.0,0.2676282051282051,0.391304347826087,0.2732142857142857,
bmi_n23,multi,snap_hyper__qquar,svm,10,23,,,,,,,,0.0,0.09523809523809523,0.17391304347826086,0.1,
bmi_n23,multi,snap_hyper__qquar,rf,5,23,,,,,,,,0.0,0.24848484848484848,0.43478260869565216,0.27142857142857146,
bmi_n23,multi,snap_hyper__qquar,rf,10,23,,,,,,,,0.0,0.13636363636363635,0.2608695652173913,0.15,
bmi_n23,multi,snap_odd__qter,logit,5,23,,,,,,,,0.0,0.22857142857142856,0.2608695652173913,0.23611111111111108,
bmi_n23,multi,snap_odd__qter,logit,10,23,,,,,,,,0.0,0.20050125313283207,0.21739130434782608,0.19444444444444442,
bmi_n23,multi,snap_odd__qter,svm,5,23,,,,,,,,0.0,0.23859649122807017,0.2608695652173913,0.23611111111111108,
bmi_n23,multi,snap_odd__qter,svm,10,23,,,,,,,,0.0,0.1952380952380952,0.21739130434782608,0.19444444444444442,
bmi_n23,multi,snap_odd__qter,rf,5,23,,,,,,,,0.0,0.35555555555555557,0.391304347826087,0.35648148148148145,
bmi_n23,multi,snap_odd__qter,rf,10,23,,,,,,,,0.0,0.32051282051282054,0.34782608695652173,0.3101851851851852,
bmi_n23,multi,snap_odd__qquar,logit,5,23,,,,,,,,0.0,0.06666666666666667,0.08695652173913043,0.07142857142857142,
bmi_n23,multi,snap_odd__qquar,logit,10,23,,,,,,,,0.0,0.03125,0.043478260869565216,0.03571428571428571,
bmi_n23,multi,snap_odd__qquar,svm,5,23,,,,,,,,0.0,0.07142857142857142,0.08695652173913043,0.07142857142857142,
bmi_n23,multi,snap_odd__qquar,svm,10,23,,,,,,,,0.0,0.03125,0.043478260869565216,0.03571428571428571,
bmi_n23,multi,snap_odd__qquar,rf,5,23,,,,,,,,0.0,0.10512820512820513,0.13043478260869565,0.11309523809523808,
bmi_n23,multi,snap_odd__qquar,rf,10,23,,,,,,,,0.0,0.075,0.08695652173913043,0.07738095238095238,
bmi_n23,multi,snap_adhd_total__qter,logit,5,23,,,,,,,,0.0,0.28431372549019607,0.2608695652173913,0.25595238095238093,
bmi_n23,multi,snap_adhd_total__qter,logit,10,23,,,,,,,,0.0,0.23472850678733034,0.21739130434782608,0.21428571428571427,
bmi_n23,multi,snap_adhd_total__qter,svm,5,23,,,,,,,,0.0,0.2715389185977421,0.2608695652173913,0.25595238095238093,
bmi_n23,multi,snap_adhd_total__qter,svm,10,23,,,,,,,,0.0,0.1642156862745098,0.17391304347826086,0.16666666666666666,
bmi_n23,multi,snap_adhd_total__qter,rf,5,23,,,,,,,,0.0,0.39202279202279205,0.391304347826087,0.38095238095238093,
bmi_n23,multi,snap_adhd_total__qter,rf,10,23,,,,,,,,0.0,0.34757834757834755,0.34782608695652173,0.33928571428571425,
bmi_n23,multi,snap_adhd_total__qquar,logit,5,23,,,,,,,,0.0,0.16666666666666666,0.21739130434782608,0.17857142857142858,
bmi_n23,multi,snap_adhd_total__qquar,logit,10,23,,,,,,,,0.0,0.2099673202614379,0.21739130434782608,0.19285714285714284,
bmi_n23,multi,snap_adhd_total__qquar,svm,5,23,,,,,,,,0.0,0.20833333333333331,0.2608695652173913,0.2142857142857143,
bmi_n23,multi,snap_adhd_total__qquar,svm,10,23,,,,,,,,0.0,0.20238095238095238,0.2608695652173913,0.2142857142857143,
bmi_n23,multi,snap_adhd_total__qquar,rf,5,23,,,,,,,,0.0,0.32847222222222217,0.34782608695652173,0.3267857142857143,
bmi_n23,multi,snap_adhd_total__qquar,rf,10,23,,,,,,,,0.0,0.3660714285714286,0.391304347826087,0.3625,
bmi_n23,multi,sdq_hyper__qter,logit,5,23,,,,,,,,0.0,0.3938375350140056,0.391304347826087,0.39285714285714285,
bmi_n23,multi,sdq_hyper__qter,logit,10,23,,,,,,,,0.0,0.2939291101055807,0.30434782608695654,0.30952380952380953,
bmi_n23,multi,sdq_hyper__qter,svm,5,23,,,,,,,,0.0,0.38687782805429866,0.391304347826087,0.38690476190476186,
bmi_n23,multi,sdq_hyper__qter,svm,10,23,,,,,,,,0.0,0.21059577677224736,0.21739130434782608,0.2261904761904762,
bmi_n23,multi,sdq_hyper__qter,rf,5,23,,,,,,,,0.0,0.1692307692307692,0.17391304347826086,0.1726190476190476,
bmi_n23,multi,sdq_hyper__qter,rf,10,23,,,,,,,,0.0,0.0861111111111111,0.08695652173913043,0.08928571428571429,
bmi_n23,multi,sdq_hyper__qquar,logit,5,23,,,,,,,,0.0,0.1217948717948718,0.13043478260869565,0.11904761904761904,
bmi_n23,multi,sdq_hyper__qquar,logit,10,23,,,,,,,,0.0,0.15714285714285714,0.17391304347826086,0.15476190476190474,
bmi_n23,multi,sdq_hyper__qquar,svm,5,23,,,,,,,,0.0,0.1780753968253968,0.17391304347826086,0.1607142857142857,
bmi_n23,multi,sdq_hyper__qquar,svm,10,23,,,,,,,,0.0,0.10833333333333334,0.13043478260869565,0.11309523809523808,
bmi_n23,multi,sdq_hyper__qquar,rf,5,23,,,,,,,,0.0,0.14444444444444443,0.13043478260869565,0.11904761904761904,
bmi_n23,multi,sdq_hyper__qquar,rf,10,23,,,,,,,,0.0,0.19999999999999998,0.21739130434782608,0.20238095238095238,
bmi_n23,multi,sdq_emo__qter,logit,5,23,,,,,,,,0.0,0.5714285714285715,0.5652173913043478,0.5714285714285715,
bmi_n23,multi,sdq_emo__qter,logit,10,23,,,,,,,,0.0,0.44642857142857145,0.43478260869565216,0.44642857142857145,
bmi_n23,multi,sdq_emo__qter,svm,5,23,,,,,,,,0.0,0.5714285714285715,0.5652173913043478,0.5714285714285715,
bmi_n23,multi,sdq_emo__qter,svm,10,23,,,,,,,,0.0,0.3380467571644042,0.34782608695652173,0.36309523809523814,
bmi_n23,multi,sdq_emo__qter,rf,5,23,,,,,,,,0.0,0.5682539682539682,0.6086956521739131,0.6071428571428571,
bmi_n23,multi,sdq_emo__qter,rf,10,23,,,,,,,,0.0,0.39285714285714285,0.391304347826087,0.39285714285714285,
bmi_n23,multi,sdq_cond__qquar,logit,5,23,,,,,,,,0.0,0.19755244755244755,0.34782608695652173,0.2107142857142857,
bmi_n23,multi,sdq_cond__qquar,logit,10,23,,,,,,,,0.0,0.2121212121212121,0.391304347826087,0.2357142857142857,
bmi_n23,multi,sdq_cond__qquar,svm,5,23,,,,,,,,0.0,0.19063545150501673,0.34782608695652173,0.2107142857142857,
bmi_n23,multi,sdq_cond__qquar,svm,10,23,,,,,,,,0.0,0.13043478260869565,0.2608695652173913,0.15,
bmi_n23,multi,sdq_cond__qquar,rf,5,23,,,,,,,,0.0,0.24747474747474746,0.43478260869565216,0.2928571428571428,
bmi_n23,multi,sdq_cond__qquar,rf,10,23,,,,,,,,0.0,0.2738095238095238,0.4782608695652174,0.30714285714285716,
bmi_n23,multi,sdq_totdiff__qter,logit,5,23,,,,,,,,0.0,0.13127917833800187,0.13043478260869565,0.13095238095238096,
bmi_n23,multi,sdq_totdiff__qter,logit,10,23,,,,,,,,0.0,0.26666666666666666,0.30434782608695654,0.2916666666666667,
bmi_n23,multi,sdq_totdiff__qter,svm,5,23,,,,,,,,0.0,0.2581196581196581,0.2608695652173913,0.26785714285714285,
bmi_n23,multi,sdq_totdiff__qter,svm,10,23,,,,,,,,0.0,0.3578042328042328,0.391304347826087,0.38095238095238093,
bmi_n23,multi,sdq_totdiff__qter,rf,5,23,,,,,,,,0.0,0.22023809523809523,0.21739130434782608,0.22023809523809523,
bmi_n23,multi,sdq_totdiff__qter,rf,10,23,,,,,,,,0.0,0.2920634920634921,0.30434782608695654,0.30357142857142855,
bmi_n23,multi,sdq_totdiff__qquar,logit,5,23,,,,,,,,0.0,0.28055555555555556,0.34782608695652173,0.29791666666666666,
bmi_n23,multi,sdq_totdiff__qquar,logit,10,23,,,,,,,,0.043478260869565216,0.24583333333333335,0.2608695652173913,0.25625,
bmi_n23,multi,sdq_totdiff__qquar,svm,5,23,,,,,,,,0.0,0.26666666666666666,0.30434782608695654,0.26666666666666666,
bmi_n23,multi,sdq_totdiff__qquar,svm,10,23,,,,,,,,0.043478260869565216,0.2264957264957265,0.21739130434782608,0.25625,
bmi_n23,multi,sdq_totdiff__qquar,rf,5,23,,,,,,,,0.0,0.3550133689839572,0.391304347826087,0.36041666666666666,
bmi_n23,multi,sdq_totdiff__qquar,rf,10,23,,,,,,,,0.043478260869565216,0.4147355912061794,0.43478260869565216,0.42291666666666666,
