variant,track,target,model,k,n,rmse,mae,rho,skill,nc_skill,skill_over_nc,perm_p,bmi_sel_frac,f1,acc,bacc,q_fdr
main,reg,snap_inatt,ridge,5,24,5.634006155060631,4.60960579739588,0.12169244866783746,-0.2546394866519386,-0.06745745694821581,-0.18718202970372277,,,,,,1.0
main,reg,snap_inatt,ridge,10,24,4.537748761214585,3.5697073657709417,0.37339445580455166,-0.010513410819031677,-0.06745745694821581,0.056944046129184134,,,,,,1.0
main,reg,snap_inatt,svr,5,24,4.584208158825951,3.493148857327345,0.0906127225692171,-0.020859475974982056,-0.06745745694821581,0.046597980973233755,,,,,,1.0
main,reg,snap_inatt,svr,10,24,4.422797115670822,3.3503207157420527,0.3480053837803265,0.015085225317578943,-0.06745745694821581,0.08254268226579475,0.0757848430313937,,,,,0.8136898936002271
main,reg,snap_inatt,rf,5,24,4.395295483497048,3.364899145074697,0.3283069658304968,0.02120957675116797,-0.06745745694821581,0.08866703369938378,0.1121775644871025,,,,,0.8158368326334732
main,reg,snap_inatt,rf,10,24,4.270795738015529,3.3049211309523803,0.3672660591090491,0.04893448376407983,-0.06745745694821581,0.11639194071229564,0.0711857628474305,,,,,0.8136898936002271
main,reg,snap_hyper,ridge,5,24,4.029410536565486,3.367212323360049,0.45778124400654385,0.05007556919738354,-0.06974777792438536,0.1198233471217689,0.0855828834233153,,,,,0.8158368326334732
main,reg,snap_hyper,ridge,10,24,4.007226052359798,3.2944190494890377,0.3930756258633112,0.05530551122997185,-0.06974777792438536,0.1250532891543572,0.0699860027994401,,,,,0.8136898936002271
main,reg,snap_hyper,svr,5,24,4.36396405876084,3.6416070344659204,0.20159981707211255,-0.028794667841137045,-0.06974777792438536,0.04095311008324831,,,,,,1.0
main,reg,snap_hyper,svr,10,24,4.4917440336887156,3.7196412316002387,0.091996423074392,-0.058918508251500246,-0.06974777792438536,0.010829269672885111,,,,,,1.0
main,reg,snap_hyper,rf,5,24,4.394998993912619,3.727577734187109,0.22977097054943835,-0.03611108368944094,-0.06974777792438536,0.03363669423494442,,,,,,1.0
main,reg,snap_hyper,rf,10,24,4.332170243793608,3.6316971726190475,0.2561814269344313,-0.0212993477907919,-0.06974777792438536,0.048448430133593456,,,,,,1.0
main,reg,snap_odd,ridge,5,24,4.320560783478565,3.556854246169753,-0.3521231771791994,-0.21430569288579204,-0.07777720558604329,-0.13652848729974876,,,,,,1.0
main,reg,snap_odd,ridge,10,24,4.041838516843237,3.2951559808009505,-0.1588525611334734,-0.1359700202565517,-0.07777720558604329,-0.05819281467050841,,,,,,1.0
main,reg,snap_odd,svr,5,24,3.846720628447129,2.84614716904164,-0.43287322908871506,-0.08113159197445041,-0.07777720558604329,-0.0033543863884071268,,,,,,1.0
main,reg,snap_odd,svr,10,24,3.717741040682308,2.7085648424161834,-0.443022142716687,-0.04488151807483365,-0.07777720558604329,0.03289568751120964,,,,,,1.0
main,reg,snap_odd,rf,5,24,4.360234380808175,3.3870888873857616,-0.22239358558686276,-0.22545606838307108,-0.07777720558604329,-0.1476788627970278,,,,,,1.0
main,reg,snap_odd,rf,10,24,4.1266696299419765,3.0985470403439153,-0.18003290261793653,-0.15981204186715892,-0.07777720558604329,-0.08203483628111563,,,,,,1.0
main,reg,snap_adhd_total,ridge,5,24,8.727003518178211,6.9680366065453745,0.46412462116448633,-0.03208960232924429,-0.06723002606529893,0.03514042373605464,,,,,,1.0
main,reg,snap_adhd_total,ridge,10,24,8.52551527791223,6.55177759289235,0.48288153724538185,-0.008260814207757816,-0.06723002606529893,0.058969211857541115,,,,,,1.0
main,reg,snap_adhd_total,svr,5,24,9.110788550432169,7.82510124569676,-0.32715551303887663,-0.07747752276422881,-0.06723002606529893,-0.010247496698929881,,,,,,1.0
main,reg,snap_adhd_total,svr,10,24,9.60274527620228,8.388780859397437,-0.6233403041767396,-0.1356582511672424,-0.06723002606529893,-0.06842822510194346,,,,,,1.0
main,reg,snap_adhd_total,rf,5,24,8.230040359751618,6.430761637667889,0.29095030292924096,0.02668320639993793,-0.06723002606529893,0.09391323246523686,0.1185762847430513,,,,,0.8158368326334732
main,reg,snap_adhd_total,rf,10,24,8.025791837890171,6.3591525297619045,0.4357711433677836,0.05083843622942252,-0.06723002606529893,0.11806846229472145,0.0733853229354129,,,,,0.8136898936002271
main,reg,sdq_hyper,ridge,5,24,2.4607152112936617,2.0852405707096615,-0.03602212579469123,-0.14442414621819255,-0.04626541673707574,-0.09815872948111681,,,,,,1.0
main,reg,sdq_hyper,ridge,10,24,2.7049153768041267,2.165828445324648,-0.11289861377116642,-0.2579962347874063,-0.04626541673707574,-0.21173081805033056,,,,,,1.0
main,reg,sdq_hyper,svr,5,24,2.3592643232961668,1.980270107455021,-0.007028707472134875,-0.09724158508850689,-0.04626541673707574,-0.05097616835143115,,,,,,1.0
main,reg,sdq_hyper,svr,10,24,2.4107733224861736,1.9546021434948946,-0.08302660701459322,-0.12119727981905903,-0.04626541673707574,-0.0749318630819833,,,,,,1.0
main,reg,sdq_hyper,rf,5,24,2.428009002381148,2.0493554894179895,0.015814591812303467,-0.12921321281194142,-0.04626541673707574,-0.08294779607486569,,,,,,1.0
main,reg,sdq_hyper,rf,10,24,2.472697056804765,2.0011871693121694,-0.06633342676827289,-0.14999663719814382,-0.04626541673707574,-0.10373122046106809,,,,,,1.0
main,reg,sdq_emo,ridge,5,24,1.428471017107243,1.1376588486805337,0.5043308687631625,0.16332397033079027,-0.06066717759193185,0.22399114792272212,0.0249950009998,,,,,0.5665533559954666
main,reg,sdq_emo,ridge,10,24,1.4432082735967753,1.1836510647072946,0.5633483108524687,0.1546921471434718,-0.06066717759193185,0.21535932473540365,0.0205958808238352,,,,,0.5302939412117569
main,reg,sdq_emo,svr,5,24,1.7723329899934377,1.4975702759249494,0.08316094112584063,-0.03808093518227951,-0.06066717759193185,0.022586242409652346,,,,,,1.0
main,reg,sdq_emo,svr,10,24,1.561399524199668,1.2905234868159223,0.3223604223211349,0.0854658309551869,-0.06066717759193185,0.14613300854711875,0.0335932813437312,,,,,0.6853029394121164
main,reg,sdq_emo,rf,5,24,1.6922227635904679,1.416178249803709,0.21326757482272032,0.008840777166124747,-0.06066717759193185,0.0695079547580566,0.1467706458708258,,,,,0.8158368326334732
main,reg,sdq_emo,rf,10,24,1.6326846472435352,1.3158535052910054,0.3429271066855902,0.04371310863282274,-0.06066717759193185,0.10438028622475459,0.0945810837832433,,,,,0.8158368326334732
main,reg,sdq_cond,ridge,5,24,0.894110190301723,0.6824604563022524,0.334533248656986,0.016444638847363025,-0.06988988066871471,0.08633451951607773,0.1167766446710657,,,,,0.8158368326334732
main,reg,sdq_cond,ridge,10,24,0.9887292632096042,0.7583912902247213,0.3804856179780006,-0.08763995546246584,-0.06988988066871471,-0.017750074793751125,,,,,,1.0
main,reg,sdq_cond,svr,5,24,0.9513441814906791,0.7553311079493801,0.19575709330752203,-0.04651493759484726,-0.06988988066871471,0.02337494307386745,,,,,,1.0
main,reg,sdq_cond,svr,10,24,0.9640523707428512,0.8071615059595877,0.11396187591611612,-0.060494431179746844,-0.06988988066871471,0.009395449488967866,,,,,,1.0
main,reg,sdq_cond,rf,5,24,0.9584591976961288,0.7396436011904761,0.21597613580876845,-0.05434172718908781,-0.06988988066871471,0.015548153479626903,,,,,,1.0
main,reg,sdq_cond,rf,10,24,0.9252735996310634,0.7035049603174602,0.23389755984396415,-0.017836301746014582,-0.06988988066871471,0.05205357892270013,,,,,,1.0
main,reg,sdq_peer,ridge,5,24,1.0024677145201384,0.7889417601979501,-0.025380068218534637,-0.19257151465071298,-0.08590449216054452,-0.10666702249016846,,,,,,1.0
main,reg,sdq_peer,ridge,10,24,0.8706930784338354,0.695728719897423,0.1388720713844348,-0.0358076856777132,-0.08590449216054452,0.050096806482831324,,,,,,1.0
main,reg,sdq_peer,svr,5,24,0.9655566213969561,0.7257381763525889,-0.06991490490388787,-0.14866075563499925,-0.08590449216054452,-0.06275626347445473,,,,,,1.0
main,reg,sdq_peer,svr,10,24,0.8563841970320334,0.6495685268089565,0.14940719404118502,-0.018785327631526405,-0.08590449216054452,0.06711916452901812,,,,,,1.0
main,reg,sdq_peer,rf,5,24,1.0214345171712356,0.7655074404761905,-0.10056253445079762,-0.21513510272250191,-0.08590449216054452,-0.1292306105619574,,,,,,1.0
main,reg,sdq_peer,rf,10,24,0.8279996209307656,0.620250744047619,0.39123614593476974,0.014981981203961658,-0.08590449216054452,0.10088647336450618,0.1061787642471505,,,,,0.8158368326334732
main,reg,sdq_pro,ridge,5,24,3.2145620282420397,2.7508485242318987,-0.3632990290075856,-0.4338666642312199,-0.03382745639612894,-0.40003920783509095,,,,,,1.0
main,reg,sdq_pro,ridge,10,24,2.8860728991139335,2.488340667093046,-0.23979538887349325,-0.2873429363700035,-0.03382745639612894,-0.2535154799738746,,,,,,1.0
main,reg,sdq_pro,svr,5,24,2.609279100274833,2.1038858160252754,-0.22852680856928773,-0.1638780918486007,-0.03382745639612894,-0.13005063545247175,,,,,,1.0
main,reg,sdq_pro,svr,10,24,2.4531077790634592,1.98973556467052,-0.10502316843519534,-0.09421732642345959,-0.03382745639612894,-0.06038987002733065,,,,,,1.0
main,reg,sdq_pro,rf,5,24,2.7278290975130557,2.175847470238095,-0.32137991027594115,-0.21675773380018293,-0.03382745639612894,-0.182930277404054,,,,,,1.0
main,reg,sdq_pro,rf,10,24,2.4545856874230325,1.9489623842592596,-0.08068303497811145,-0.09487655262938222,-0.03382745639612894,-0.061049096233253275,,,,,,1.0
main,reg,sdq_totdiff,ridge,5,24,4.4306655219382325,3.924110109912719,-0.36326033228003374,-0.39349948433388193,-0.06302077585971233,-0.3304787084741696,,,,,,1.0
main,reg,sdq_totdiff,ridge,10,24,4.367020866453762,3.6978703959307144,-0.3922859762636684,-0.3734824475796792,-0.06302077585971233,-0.31046167171996686,,,,,,1.0
main,reg,sdq_totdiff,svr,5,24,3.6943412889289284,3.067909030972238,-0.6372448201861609,-0.16191634317360215,-0.06302077585971233,-0.09889556731388982,,,,,,1.0
main,reg,sdq_totdiff,svr,10,24,3.6246842542325357,2.981890040419406,-0.6011826564489178,-0.14000833828155423,-0.06302077585971233,-0.0769875624218419,,,,,,1.0
main,reg,sdq_totdiff,rf,5,24,4.266817704621996,3.5771455319777683,-0.5506076707198574,-0.3419673052946648,-0.06302077585971233,-0.27894652943495246,,,,,,1.0
main,reg,sdq_totdiff,rf,10,24,4.16671648976082,3.5608023088023093,-0.5800730971880927,-0.31048422660150665,-0.06302077585971233,-0.24746345074179432,,,,,,1.0
main,bin,snap_inatt__qbin,logit,5,24,,,,,,,,,0.4497354497354497,0.4583333333333333,0.45833333333333337,1.0
main,bin,snap_inatt__qbin,logit,10,24,,,,,,,,,0.49650349650349646,0.5,0.5,1.0
main,bin,snap_inatt__qbin,svm,5,24,,,,,,,,,0.45739130434782604,0.4583333333333333,0.45833333333333337,1.0
main,bin,snap_inatt__qbin,svm,10,24,,,,,,,0.3657268546290741,,0.5408695652173914,0.5416666666666666,0.5416666666666667,1.0
main,bin,snap_inatt__qbin,rf,5,24,,,,,,,,,0.4166666666666667,0.4166666666666667,0.4166666666666667,1.0
main,bin,snap_inatt__qbin,rf,10,24,,,,,,,,,0.49650349650349646,0.5,0.5,1.0
main,bin,snap_hyper__qbin,logit,5,24,,,,,,,,,0.4166666666666667,0.4166666666666667,0.4195804195804196,1.0
main,bin,snap_hyper__qbin,logit,10,24,,,,,,,0.4159168166366727,,0.5,0.5,0.5034965034965035,1.0
main,bin,snap_hyper__qbin,svm,5,24,,,,,,,,,0.4166666666666667,0.4166666666666667,0.4195804195804196,1.0
main,bin,snap_hyper__qbin,svm,10,24,,,,,,,0.4337132573485303,,0.5,0.5,0.5034965034965035,1.0
main,bin,snap_hyper__qbin,rf,5,24,,,,,,,,,0.24475524475524477,0.25,0.24475524475524477,1.0
main,bin,snap_hyper__qbin,rf,10,24,,,,,,,,,0.29043478260869565,0.2916666666666667,0.2972027972027972,1.0
main,bin,snap_odd__qbin,logit,5,24,,,,,,,0.3337332533493301,,0.5555555555555556,0.5833333333333334,0.5555555555555556,1.0
main,bin,snap_odd__qbin,logit,10,24,,,,,,,0.2441511697660467,,0.5901328273244781,0.625,0.5888888888888888,0.9223488635606208
main,bin,snap_odd__qbin,svm,5,24,,,,,,,0.3259348130373925,,0.5555555555555556,0.5833333333333334,0.5555555555555556,1.0
main,bin,snap_odd__qbin,svm,10,24,,,,,,,0.1093781243751249,,0.6812144212523719,0.7083333333333334,0.6777777777777778,0.8158368326334732
main,bin,snap_odd__qbin,rf,5,24,,,,,,,,,0.4990512333965844,0.5416666666666666,0.5,1.0
main,bin,snap_odd__qbin,rf,10,24,,,,,,,0.279744051189762,,0.5636363636363637,0.625,0.5666666666666667,0.9839273524605422
main,bin,snap_adhd_total__qbin,logit,5,24,,,,,,,,,0.3739130434782609,0.375,0.375,1.0
main,bin,snap_adhd_total__qbin,logit,10,24,,,,,,,,,0.34664246823956446,0.375,0.375,1.0
main,bin,snap_adhd_total__qbin,svm,5,24,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
main,bin,snap_adhd_total__qbin,svm,10,24,,,,,,,,,0.49650349650349646,0.5,0.5,1.0
main,bin,snap_adhd_total__qbin,rf,5,24,,,,,,,,,0.4125874125874126,0.4166666666666667,0.41666666666666663,1.0
main,bin,snap_adhd_total__qbin,rf,10,24,,,,,,,,,0.4,0.4166666666666667,0.4166666666666667,1.0
main,bin,sdq_hyper__qbin,logit,5,24,,,,,,,,,0.49650349650349646,0.5,0.5,1.0
main,bin,sdq_hyper__qbin,logit,10,24,,,,,,,0.3965206958608278,,0.5208711433756805,0.5416666666666666,0.5214285714285715,1.0
main,bin,sdq_hyper__qbin,svm,5,24,,,,,,,,,0.4,0.4166666666666667,0.4,1.0
main,bin,sdq_hyper__qbin,svm,10,24,,,,,,,0.4027194561087782,,0.5208711433756805,0.5416666666666666,0.5214285714285715,1.0
main,bin,sdq_hyper__qbin,rf,5,24,,,,,,,0.2435512897420516,,0.6079854809437386,0.625,0.6071428571428572,0.9223488635606208
main,bin,sdq_hyper__qbin,rf,10,24,,,,,,,0.2167566486702659,,0.6079854809437386,0.625,0.6071428571428572,0.9223488635606208
main,bin,sdq_emo__qbin,logit,5,24,,,,,,,0.2919416116776644,,0.5804195804195804,0.5833333333333334,0.5833333333333333,1.0
main,bin,sdq_emo__qbin,logit,10,24,,,,,,,0.2091581683663267,,0.6190476190476191,0.625,0.625,0.9223488635606208
main,bin,sdq_emo__qbin,svm,5,24,,,,,,,,,0.5,0.5,0.5,1.0
main,bin,sdq_emo__qbin,svm,10,24,,,,,,,0.3585282943411317,,0.5408695652173914,0.5416666666666666,0.5416666666666667,1.0
main,bin,sdq_emo__qbin,rf,5,24,,,,,,,,,0.45739130434782604,0.4583333333333333,0.45833333333333337,1.0
main,bin,sdq_emo__qbin,rf,10,24,,,,,,,0.2635472905418916,,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.9775208594644705
main,bin,sdq_cond__qbin,logit,5,24,,,,,,,,,0.4666666666666667,0.5416666666666666,0.46875,1.0
main,bin,sdq_cond__qbin,logit,10,24,,,,,,,0.2441511697660467,,0.5966386554621849,0.6666666666666666,0.59375,0.9223488635606208
main,bin,sdq_cond__qbin,svm,5,24,,,,,,,,,0.4666666666666667,0.5416666666666666,0.46875,1.0
main,bin,sdq_cond__qbin,svm,10,24,,,,,,,0.139372125574885,,0.6606060606060606,0.7083333333333334,0.65625,0.8158368326334732
main,bin,sdq_cond__qbin,rf,5,24,,,,,,,,,0.4957983193277311,0.5833333333333334,0.5,1.0
main,bin,sdq_cond__qbin,rf,10,24,,,,,,,0.270745850829834,,0.5636363636363637,0.625,0.5625,0.9797198455045831
main,bin,sdq_peer__qbin,logit,5,24,,,,,,,0.1269746050789842,,0.6581196581196581,0.7916666666666666,0.6388888888888888,0.8158368326334732
main,bin,sdq_peer__qbin,logit,10,24,,,,,,,0.27374525094981,,0.55,0.75,0.5555555555555556,0.9797198455045831
main,bin,sdq_peer__qbin,svm,5,24,,,,,,,0.1953609278144371,,0.6210526315789473,0.75,0.611111111111111,0.9057643016851173
main,bin,sdq_peer__qbin,svm,10,24,,,,,,,0.149370125974805,,0.6581196581196581,0.7916666666666666,0.6388888888888888,0.8158368326334732
main,bin,sdq_peer__qbin,rf,5,24,,,,,,,0.1937612477504499,,0.5872235872235873,0.7083333333333334,0.5833333333333334,0.9057643016851173
main,bin,sdq_peer__qbin,rf,10,24,,,,,,,,,0.4,0.6666666666666666,0.4444444444444444,1.0
main,bin,sdq_pro__qbin,logit,5,24,,,,,,,,,0.22580645161290322,0.2916666666666667,0.23333333333333334,1.0
main,bin,sdq_pro__qbin,logit,10,24,,,,,,,,,0.2,0.25,0.2,1.0
main,bin,sdq_pro__qbin,svm,5,24,,,,,,,,,0.2,0.25,0.2,1.0
main,bin,sdq_pro__qbin,svm,10,24,,,,,,,,,0.14285714285714285,0.16666666666666666,0.13333333333333333,1.0
main,bin,sdq_pro__qbin,rf,5,24,,,,,,,,,0.2,0.25,0.2,1.0
main,bin,sdq_pro__qbin,rf,10,24,,,,,,,,,0.31688804554079697,0.375,0.3222222222222222,1.0
main,bin,sdq_totdiff__qbin,logit,5,24,,,,,,,0.0801839632073585,,0.6974789915966386,0.75,0.6888888888888889,0.8158368326334732
main,bin,sdq_totdiff__qbin,logit,10,24,,,,,,,,,0.4079696394686907,0.4583333333333333,0.4111111111111111,1.0
main,bin,sdq_totdiff__qbin,svm,5,24,,,,,,,0.0425914817036592,,0.7722960151802657,0.7916666666666666,0.7666666666666666,0.7614477104579085
main,bin,sdq_totdiff__qbin,svm,10,24,,,,,,,,,0.37777777777777777,0.4166666666666667,0.37777777777777777,1.0
main,bin,sdq_totdiff__qbin,rf,5,24,,,,,,,0.012997400519896,,0.8222222222222222,0.8333333333333334,0.8222222222222222,0.5302939412117569
main,bin,sdq_totdiff__qbin,rf,10,24,,,,,,,0.2409518096380724,,0.5901328273244781,0.625,0.5888888888888888,0.9223488635606208
main,multi,snap_inatt__qter,logit,5,24,,,,,,,0.2219556088782243,,0.435421888053467,0.4166666666666667,0.4166666666666667,0.9223488635606208
main,multi,snap_inatt__qter,logit,10,24,,,,,,,0.3255348930213957,,0.40085470085470093,0.375,0.375,1.0
main,multi,snap_inatt__qter,svm,5,24,,,,,,,0.2353529294141171,,0.4431216931216931,0.4166666666666667,0.4166666666666667,0.9223488635606208
main,multi,snap_inatt__qter,svm,10,24,,,,,,,,,0.3718786659963131,0.3333333333333333,0.3333333333333333,1.0
main,multi,snap_inatt__qter,rf,5,24,,,,,,,,,0.33366013071895423,0.3333333333333333,0.3333333333333333,1.0
main,multi,snap_inatt__qter,rf,10,24,,,,,,,,,0.2238095238095238,0.20833333333333334,0.20833333333333334,1.0
main,multi,snap_inatt__qquar,logit,5,24,,,,,,,0.1015796840631873,,0.3720588235294118,0.4166666666666667,0.3645833333333333,0.8158368326334732
main,multi,snap_inatt__qquar,logit,10,24,,,,,,,0.0497900419916016,,0.40705128205128205,0.4583333333333333,0.40625,0.7813206589451328
main,multi,snap_inatt__qquar,svm,5,24,,,,,,,0.1033793241351729,,0.37594696969696967,0.4166666666666667,0.3645833333333333,0.8158368326334732
main,multi,snap_inatt__qquar,svm,10,24,,,,,,,0.018996200759848,,0.46875,0.5,0.46875,0.5302939412117569
main,multi,snap_inatt__qquar,rf,5,24,,,,,,,0.0081983603279344,,0.47916666666666663,0.5833333333333334,0.5208333333333334,0.5302939412117569
main,multi,snap_inatt__qquar,rf,10,24,,,,,,,0.0107978404319136,,0.45833333333333326,0.5416666666666666,0.47916666666666663,0.5302939412117569
main,multi,snap_hyper__qter,logit,5,24,,,,,,,0.1579684063187362,,0.4038095238095238,0.5,0.4329004329004329,0.826296279205697
main,multi,snap_hyper__qter,logit,10,24,,,,,,,,,0.3666666666666667,0.375,0.3246753246753247,1.0
main,multi,snap_hyper__qter,svm,5,24,,,,,,,0.2107578484303139,,0.3849206349206349,0.4583333333333333,0.4025974025974026,0.9223488635606208
main,multi,snap_hyper__qter,svm,10,24,,,,,,,,,0.3666666666666667,0.375,0.3246753246753247,1.0
main,multi,snap_hyper__qter,rf,5,24,,,,,,,0.1715656868626274,,0.4074074074074074,0.5,0.42352092352092346,0.853643905365268
main,multi,snap_hyper__qter,rf,10,24,,,,,,,,,0.3277591973244147,0.375,0.3246753246753247,1.0
main,multi,snap_hyper__qquar,logit,5,24,,,,,,,,,0.14814814814814814,0.3333333333333333,0.18181818181818182,1.0
main,multi,snap_hyper__qquar,logit,10,24,,,,,,,,,0.08695652173913043,0.16666666666666666,0.09090909090909091,1.0
main,multi,snap_hyper__qquar,svm,5,24,,,,,,,,,0.19886363636363635,0.3333333333333333,0.20779220779220778,1.0
main,multi,snap_hyper__qquar,svm,10,24,,,,,,,,,0.06818181818181818,0.125,0.06818181818181818,1.0
main,multi,snap_hyper__qquar,rf,5,24,,,,,,,0.1425714857028594,,0.3005952380952381,0.4583333333333333,0.3157467532467533,0.8158368326334732
main,multi,snap_hyper__qquar,rf,10,24,,,,,,,,,0.17559523809523808,0.25,0.17613636363636365,1.0
main,multi,snap_odd__qter,logit,5,24,,,,,,,,,0.08831908831908832,0.08333333333333333,0.075,1.0
main,multi,snap_odd__qter,logit,10,24,,,,,,,,,0.22291021671826625,0.25,0.225,1.0
main,multi,snap_odd__qter,svm,5,24,,,,,,,,,0.06666666666666667,0.08333333333333333,0.06666666666666667,1.0
main,multi,snap_odd__qter,svm,10,24,,,,,,,,,0.15468409586056645,0.16666666666666666,0.15833333333333333,1.0
main,multi,snap_odd__qter,rf,5,24,,,,,,,,,0.09523809523809523,0.125,0.09999999999999999,1.0
main,multi,snap_odd__qter,rf,10,24,,,,,,,,,0.14761904761904762,0.16666666666666666,0.14166666666666666,1.0
main,multi,snap_odd__qquar,logit,5,24,,,,,,,,,0.0,0.0,0.0,1.0
main,multi,snap_odd__qquar,logit,10,24,,,,,,,,,0.03125,0.041666666666666664,0.03125,1.0
main,multi,snap_odd__qquar,svm,5,24,,,,,,,,,0.03333333333333333,0.041666666666666664,0.03571428571428571,1.0
main,multi,snap_odd__qquar,svm,10,24,,,,,,,,,0.03571428571428571,0.041666666666666664,0.041666666666666664,1.0
main,multi,snap_odd__qquar,rf,5,24,,,,,,,,,0.06623931623931624,0.08333333333333333,0.07738095238095238,1.0
main,multi,snap_odd__qquar,rf,10,24,,,,,,,,,0.07179487179487179,0.08333333333333333,0.07738095238095238,1.0
main,multi,snap_adhd_total__qter,logit,5,24,,,,,,,,,0.3432539682539682,0.3333333333333333,0.3333333333333333,1.0
main,multi,snap_adhd_total__qter,logit,10,24,,,,,,,,,0.2300988771577007,0.20833333333333334,0.20833333333333334,1.0
main,multi,snap_adhd_total__qter,svm,5,24,,,,,,,0.3115376924615077,,0.38655462184873945,0.375,0.375,1.0
main,multi,snap_adhd_total__qter,svm,10,24,,,,,,,,,0.2300988771577007,0.20833333333333334,0.20833333333333334,1.0
main,multi,snap_adhd_total__qter,rf,5,24,,,,,,,,,0.3431913116123642,0.3333333333333333,0.3333333333333333,1.0
main,multi,snap_adhd_total__qter,rf,10,24,,,,,,,,,0.3370915032679738,0.3333333333333333,0.3333333333333333,1.0
main,multi,snap_adhd_total__qquar,logit,5,24,,,,,,,,,0.11904761904761904,0.125,0.12142857142857143,1.0
main,multi,snap_adhd_total__qquar,logit,10,24,,,,,,,,,0.18055555555555555,0.20833333333333334,0.17857142857142855,1.0
main,multi,snap_adhd_total__qquar,svm,5,24,,,,,,,,,0.14285714285714285,0.16666666666666666,0.14285714285714285,1.0
main,multi,snap_adhd_total__qquar,svm,10,24,,,,,,,,,0.19285714285714284,0.20833333333333334,0.19285714285714284,1.0
main,multi,snap_adhd_total__qquar,rf,5,24,,,,,,,,,0.21875,0.2916666666666667,0.25,1.0
main,multi,snap_adhd_total__qquar,rf,10,24,,,,,,,,,0.23739495798319327,0.2916666666666667,0.25,1.0
main,multi,sdq_hyper__qter,logit,5,24,,,,,,,0.2205558888222355,,0.40401002506265665,0.4166666666666667,0.4166666666666667,0.9223488635606208
main,multi,sdq_hyper__qter,logit,10,24,,,,,,,,,0.24369747899159666,0.25,0.25,1.0
main,multi,sdq_hyper__qter,svm,5,24,,,,,,,0.3127374525094981,,0.361336032388664,0.375,0.375,1.0
main,multi,sdq_hyper__qter,svm,10,24,,,,,,,,,0.2506535947712418,0.25,0.25,1.0
main,multi,sdq_hyper__qter,rf,5,24,,,,,,,,,0.30812324929971985,0.2916666666666667,0.2916666666666667,1.0
main,multi,sdq_hyper__qter,rf,10,24,,,,,,,,,0.26050420168067223,0.25,0.25,1.0
main,multi,sdq_hyper__qquar,logit,5,24,,,,,,,,,0.10238095238095238,0.125,0.125,1.0
main,multi,sdq_hyper__qquar,logit,10,24,,,,,,,,,0.10989010989010989,0.125,0.125,1.0
main,multi,sdq_hyper__qquar,svm,5,24,,,,,,,,,0.14084249084249084,0.16666666666666666,0.15625,1.0
main,multi,sdq_hyper__qquar,svm,10,24,,,,,,,,,0.07738095238095238,0.08333333333333333,0.08333333333333333,1.0
main,multi,sdq_hyper__qquar,rf,5,24,,,,,,,,,0.06971153846153846,0.08333333333333333,0.08333333333333333,1.0
main,multi,sdq_hyper__qquar,rf,10,24,,,,,,,,,0.075,0.08333333333333333,0.08333333333333333,1.0
main,multi,sdq_emo__qter,logit,5,24,,,,,,,0.0155968806238752,,0.6336032388663968,0.625,0.626984126984127,0.5302939412117569
main,multi,sdq_emo__qter,logit,10,24,,,,,,,0.1519696060787842,,0.42320261437908496,0.4166666666666667,0.4325396825396825,0.8158368326334732
main,multi,sdq_emo__qter,svm,5,24,,,,,,,0.011997600479904,,0.6336032388663968,0.625,0.626984126984127,0.5302939412117569
main,multi,sdq_emo__qter,svm,10,24,,,,,,,0.0687862427514497,,0.5126050420168067,0.5,0.5112433862433862,0.8136898936002271
main,multi,sdq_emo__qter,rf,5,24,,,,,,,0.0207958408318336,,0.5743145743145743,0.625,0.6071428571428571,0.5302939412117569
main,multi,sdq_emo__qter,rf,10,24,,,,,,,0.1365726854629074,,0.43291562238930653,0.4583333333333333,0.4437830687830688,0.8158368326334732
main,multi,sdq_cond__qquar,logit,5,24,,,,,,,,,0.21978021978021978,0.3333333333333333,0.22738095238095235,1.0
main,multi,sdq_cond__qquar,logit,10,24,,,,,,,,,0.10869565217391304,0.20833333333333334,0.125,1.0
main,multi,sdq_cond__qquar,svm,5,24,,,,,,,,,0.16666666666666666,0.2916666666666667,0.18571428571428572,1.0
main,multi,sdq_cond__qquar,svm,10,24,,,,,,,,,0.11363636363636363,0.20833333333333334,0.125,1.0
main,multi,sdq_cond__qquar,rf,5,24,,,,,,,,,0.13125,0.20833333333333334,0.13571428571428573,1.0
main,multi,sdq_cond__qquar,rf,10,24,,,,,,,0.16816636672665466,,0.2738095238095238,0.4583333333333333,0.30714285714285716,0.853643905365268
main,multi,sdq_totdiff__qter,logit,5,24,,,,,,,,,0.3102453102453102,0.3333333333333333,0.3220899470899471,1.0
main,multi,sdq_totdiff__qter,logit,10,24,,,,,,,,,0.14219114219114218,0.16666666666666666,0.15277777777777776,1.0
main,multi,sdq_totdiff__qter,svm,5,24,,,,,,,,,0.24542124542124544,0.25,0.24801587301587302,1.0
main,multi,sdq_totdiff__qter,svm,10,24,,,,,,,,,0.1758454106280193,0.20833333333333334,0.19444444444444442,1.0
main,multi,sdq_totdiff__qter,rf,5,24,,,,,,,,,0.3089133089133089,0.3333333333333333,0.3220899470899471,1.0
main,multi,sdq_totdiff__qter,rf,10,24,,,,,,,,,0.24700854700854702,0.25,0.24801587301587302,1.0
