target,track,fold,k_star,features
sdq_hyper__qter,multi,16,1,stl_bout_median_w1_p10
sdq_hyper__qter,multi,17,2,uaZ_skew;stl_bout_median_w1_p10
sdq_hyper__qter,multi,18,1,act_bout_median_w10_p40
sdq_hyper__qter,multi,19,2,act_bout_median_w0.5_p90;stl_bout_median_w1_p10
sdq_hyper__qter,multi,20,1,stl_bout_median_w1_p10
sdq_hyper__qter,multi,21,1,stl_bout_median_w1_p10
sdq_hyper__qter,multi,22,1,stl_bout_median_w1_p10
sdq_hyper__qter,multi,23,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,0,1,uaZ_centroid
sdq_hyper__qquar,multi,1,1,switch_per_min_w2_p10
sdq_hyper__qquar,multi,2,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,3,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,4,1,uaMag_peak_amp_med
sdq_hyper__qquar,multi,5,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,6,1,gyY_mean
sdq_hyper__qquar,multi,7,1,actshort_p30
sdq_hyper__qquar,multi,8,1,gyMag_bp_hf
sdq_hyper__qquar,multi,9,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,10,1,frac_act_short_w10_p20
sdq_hyper__qquar,multi,11,2,stl_bout_median_w1_p10;act_bout_median_w10_p40
sdq_hyper__qquar,multi,12,1,uaY_median
sdq_hyper__qquar,multi,13,2,gyMag_bp_hf;act_bout_cv_w5_p20
sdq_hyper__qquar,multi,14,1,uaZ_skew
sdq_hyper__qquar,multi,15,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,16,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,17,1,uaZ_centroid
sdq_hyper__qquar,multi,18,1,act_bout_median_w10_p40
sdq_hyper__qquar,multi,19,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,20,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,21,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,22,1,stl_bout_median_w1_p10
sdq_hyper__qquar,multi,23,1,stl_bout_median_w1_p10
sdq_emo__qter,multi,0,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w2_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,1,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,2,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,3,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,4,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,5,4,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,6,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,7,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,8,8,uaMag_peak_rate_min;frac_act_short_w0.5_p10;act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;act_bout_median_w2_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,9,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,10,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,11,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,12,6,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;act_bout_median_w2_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,13,4,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,14,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,15,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,16,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,17,6,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;act_bout_median_w2_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,18,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_emo__qter,multi,19,4,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,20,6,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;act_bout_median_w2_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,21,4,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,22,4,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;frac_act_short_w2_p10
sdq_emo__qter,multi,23,5,act_bout_median_w0.5_p80;act_bout_median_w1_p10;frac_act_short_w1_p10;act_bout_median_w1_p80;frac_act_short_w2_p10
sdq_cond__qquar,multi,0,2,gyY_mean;gyY_median
sdq_cond__qquar,multi,1,1,act_bout_median_w5_p10
sdq_cond__qquar,multi,2,1,gyY_median
sdq_cond__qquar,multi,3,7,uaY_max;gyY_mean;gyY_median;gyZ_mean;stl_bout_median_w1_p10;stl_bout_median_w2_p10;act_bout_cv_w5_p10
sdq_cond__qquar,multi,4,3,gyY_mean;gyY_median;stl_bout_median_w1_p10
sdq_cond__qquar,multi,5,5,gyY_mean;gyY_median;gyZ_mean;stl_bout_median_w1_p10;stl_bout_median_w2_p10
sdq_cond__qquar,multi,6,1,gyY_median
sdq_cond__qquar,multi,7,1,gyY_median
sdq_cond__qquar,multi,8,1,gyY_median
sdq_cond__qquar,multi,9,1,gyY_median
sdq_cond__qquar,multi,10,1,gyY_median
sdq_cond__qquar,multi,11,1,stl_bout_median_w1_p10
sdq_cond__qquar,multi,12,5,gyY_mean;gyY_median;stl_bout_median_w1_p10;stl_bout_median_w2_p10;act_bout_cv_w5_p10
sdq_cond__qquar,multi,13,1,gyY_median
sdq_cond__qquar,multi,14,3,gyY_mean;gyY_median;stl_bout_median_w1_p10
sdq_cond__qquar,multi,15,1,gyY_median
sdq_cond__qquar,multi,16,2,gyY_median;stl_bout_median_w2_p10
sdq_cond__qquar,multi,17,1,gyY_median
sdq_cond__qquar,multi,18,1,gyY_median
sdq_cond__qquar,multi,19,1,gyY_median
sdq_cond__qquar,multi,20,3,gyY_mean;gyY_median;stl_bout_median_w1_p10
sdq_cond__qquar,multi,21,1,gyY_median
sdq_cond__qquar,multi,22,1,gyY_median
sdq_cond__qquar,multi,23,2,gyY_median;frac_act_short_w1_p70
sdq_totdiff__qter,multi,0,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,1,2,yaw_madiff;yaw_bp_hf
sdq_totdiff__qter,multi,2,1,yaw_bp_hf
sdq_totdiff__qter,multi,3,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,4,1,switch_per_min_w5_p10
sdq_totdiff__qter,multi,5,1,switch_per_min_w5_p10
sdq_totdiff__qter,multi,6,2,gyX_max;gyX_range
sdq_totdiff__qter,multi,7,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,8,1,switch_per_min_w5_p10
sdq_totdiff__qter,multi,9,1,switch_per_min_w5_p10
sdq_totdiff__qter,multi,10,14,gyX_max;gyY_madiff;yaw_madiff;yaw_bp_hf;act_bout_median_w1_p80;stl_bout_median_w2_p40;switch_per_min_w5_p10;stl_bout_median_w5_p10;act_bout_median_w5_p20;stl_bout_cv_w5_p30;stl_bout_cv_w5_p40;frac_act_short_w10_p20;stl_bout_cv_w10_p30;stl_bout_cv_w10_p40
sdq_totdiff__qter,multi,11,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,12,1,switch_per_min_w5_p10
sdq_totdiff__qter,multi,13,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,14,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,15,1,yaw_bp_hf
sdq_totdiff__qter,multi,16,1,switch_per_min_w0.5_p10
sdq_totdiff__qter,multi,17,1,switch_per_min_w5_p10
sdq_totdiff__qter,multi,18,15,gyX_max;gyY_min;gyZ_min;gyMag_max;yaw_madiff;yaw_bp_hf;stl_bout_median_w2_p40;switch_per_min_w5_p10;stl_bout_median_w5_p10;stl_bout_cv_w5_p30;frac_act_short_w10_p20;stl_bout_cv_w10_p30;act_bout_cv_w10_p80;actbout_cv_p90;actshort_p90
sdq_totdiff__qter,multi,19,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,20,1,switch_per_min_w5_p10
sdq_totdiff__qter,multi,21,1,stl_bout_median_w2_p40
sdq_totdiff__qter,multi,22,2,stl_bout_median_w2_p40;switch_per_min_w5_p10
sdq_totdiff__qter,multi,23,1,yaw_madiff
sdq_totdiff__qquar,multi,0,1,yaw_bp_hf
sdq_totdiff__qquar,multi,1,1,yaw_bp_hf
sdq_totdiff__qquar,multi,2,1,yaw_bp_hf
sdq_totdiff__qquar,multi,3,1,yaw_bp_hf
sdq_totdiff__qquar,multi,4,3,uaX_bp_mf;uaZ_mean;yaw_bp_hf
sdq_totdiff__qquar,multi,5,1,yaw_bp_hf
sdq_totdiff__qquar,multi,6,1,yaw_bp_hf
sdq_totdiff__qquar,multi,7,1,yaw_bp_hf
sdq_totdiff__qquar,multi,8,2,yaw_bp_lf;yaw_bp_hf
sdq_totdiff__qquar,multi,9,6,uaX_bp_mf;yaw_madiff;yaw_bp_lf;yaw_bp_hf;act_bout_median_w2_p20;act_bout_median_w5_p20
sdq_totdiff__qquar,multi,10,1,yaw_bp_hf
sdq_totdiff__qquar,multi,11,1,yaw_bp_hf
sdq_totdiff__qquar,multi,12,1,yaw_bp_hf
sdq_totdiff__qquar,multi,13,1,yaw_bp_hf
sdq_totdiff__qquar,multi,14,1,yaw_bp_hf
sdq_totdiff__qquar,multi,15,1,yaw_bp_hf
sdq_totdiff__qquar,multi,16,1,frac_act_short_w1_p10
sdq_totdiff__qquar,multi,17,1,yaw_bp_hf
sdq_totdiff__qquar,multi,18,1,yaw_bp_hf
sdq_totdiff__qquar,multi,19,1,yaw_bp_hf
sdq_totdiff__qquar,multi,20,1,yaw_bp_hf
sdq_totdiff__qquar,multi,21,1,yaw_bp_hf
sdq_totdiff__qquar,multi,22,1,yaw_bp_hf
sdq_totdiff__qquar,multi,23,1,yaw_bp_hf
