target,type,feature,rho,perm_p,loo_r2cv,loo_rmse,loo_mae,rho_partial_uamag,q_fdr
sdq_totdiff,cont,gyY_median,0.1772323412940116,0.40535,-0.10146928143896905,3.4820239496659813,2.7839044947899105,,0.9752624000000002
sdq_totdiff,cont,gyY_iqr,-0.19394407570883157,0.36121000000000003,-0.08988583431794295,3.463666450484852,2.6214750987777085,,0.9752624000000002
sdq_totdiff,cont,gyY_mad,-0.20581820279304575,0.33316,-0.0895307896558597,3.4631022370533167,2.621377358135606,,0.9752624000000002
sdq_totdiff,cont,gyY_skew,-0.10071018897352024,0.63583,-0.0932025976362798,3.4689327978806146,2.7718615645341806,,0.9752624000000002
sdq_totdiff,cont,gyY_kurt,-0.01803108186862153,0.9315,-0.055878233792647336,3.4091999835912103,2.7173919036878185,,0.985218064516129
sdq_totdiff,cont,gyY_zcr,-0.21197515757745308,0.31942000000000004,-0.01881286901576229,3.348827443772529,2.783724614589764,,0.9752624000000002
sdq_totdiff,cont,gyY_madiff,-0.4331857473315172,0.03625999999999996,0.11221878291493936,3.126068823520702,2.4682284717963108,,0.9752624000000002
sdq_totdiff,cont,gyY_domfreq,0.08971562685850712,0.6728799999999999,-0.08621945854443047,3.4578356559613215,2.735730708431936,,0.9803723636363636
sdq_totdiff,cont,gyY_centroid,-0.21813211236186045,0.30510000000000004,-0.024235063915519328,3.3577269680015296,2.810904501326609,,0.9752624000000002
sdq_totdiff,cont,gyY_spread,-0.14996582724877905,0.48250000000000004,-0.039426268883143045,3.3825358111368096,2.8131951737534986,,0.9752624000000002
sdq_totdiff,cont,gyY_entropy,-0.15304430464098273,0.47409999999999997,-0.1283912731211736,3.524320681136571,2.75875338289209,,0.9752624000000002
sdq_totdiff,cont,gyY_bp_lf,0.011874127084214177,0.95443,-0.09735304525217514,3.475511626125496,2.7344728475991684,,0.985218064516129
sdq_totdiff,cont,gyY_bp_mf,-0.1402906125875675,0.51093,-0.033922144890550454,3.373568071140617,2.8323725826989876,,0.9752624000000002
sdq_totdiff,cont,gyY_bp_hf,-0.17327429893260687,0.41605000000000003,-0.04431335464807029,3.3904783453705583,2.7833772148408342,,0.9752624000000002
sdq_totdiff,cont,gyZ_mean,-0.25199536367610087,0.23424999999999996,-0.01688427629416056,3.3456563100974224,2.653311253853055,,0.9752624000000002
sdq_totdiff,cont,gyZ_std,-0.25155558119150034,0.23519999999999996,-0.013511480813231058,3.3401032756226323,2.6298613233508354,,0.9752624000000002
sdq_totdiff,cont,gyZ_var,-0.25155558119150034,0.23519999999999996,-0.020991540815790577,3.352406167494209,2.648907799496494,,0.9752624000000002
sdq_totdiff,cont,gyZ_rms,-0.25155558119150034,0.23519999999999996,-0.013351537311932171,3.3398397123077768,2.629945626075426,,0.9752624000000002
